col_a,col_b,col_c,col_d
GR-0007705,PO-0009463,2025-11-04,1000
GR-0007706,PO-0009467,2024-08-28,500
GR-0007707,PO-0009468,2025-06-12,50
GR-0007708,PO-0009469,2026-04-07,50
GR-0007709,PO-0009470,2024-12-24,200
GR-0007710,PO-0009471,2024-08-11,1000
GR-0007711,PO-0009474,2024-05-02,50
GR-0007712,PO-0009475,2024-12-08,1000
GR-0007713,PO-0009477,2024-08-07,76
GR-0007714,PO-0009478,2025-10-19,500
GR-0007715,PO-0009479,2025-10-10,100
GR-0007716,PO-0009480,2024-08-17,500
GR-0007717,PO-0009481,2026-02-06,50
GR-0007718,PO-0009483,2024-10-09,1000
GR-0007719,PO-0009484,2025-09-29,500
GR-0007720,PO-0009485,2024-05-06,100
GR-0007721,PO-0009486,2024-10-30,1000
GR-0007722,PO-0009487,2026-01-28,500
GR-0007723,PO-0009488,2025-12-02,500
GR-0007724,PO-0009489,2026-02-28,200
GR-0007725,PO-0009490,2025-04-10,1000
GR-0007726,PO-0009491,2024-08-08,100
GR-0007727,PO-0009492,2026-01-12,200
GR-0007728,PO-0009494,2025-10-20,1000
GR-0007729,PO-0009495,2024-06-16,100
GR-0007730,PO-0009496,2025-05-08,1000
GR-0007731,PO-0009497,2024-11-24,154
GR-0007732,PO-0009498,2024-10-29,500
GR-0007733,PO-0009499,2026-05-12,500
GR-0007734,PO-0009500,2024-06-03,1000
GR-0007735,PO-0009502,2024-05-18,50
GR-0007736,PO-0009505,2024-07-14,200
GR-0007737,PO-0009506,2024-03-18,500
GR-0007738,PO-0009507,2025-06-15,438
GR-0007739,PO-0009509,2025-08-13,500
GR-0007740,PO-0009510,2026-04-03,1000
GR-0007741,PO-0009511,2024-03-23,50
GR-0007742,PO-0009512,2025-01-24,1000
GR-0007743,PO-0009513,2024-05-28,500
GR-0007744,PO-0009516,2024-10-29,500
GR-0007745,PO-0009517,2025-12-16,1000
GR-0007746,PO-0009518,2024-06-06,50
GR-0007747,PO-0009519,2026-05-08,500
GR-0007748,PO-0009521,2024-06-18,100
GR-0007749,PO-0009522,2024-08-06,50
GR-0007750,PO-0009523,2024-12-09,1000
GR-0007751,PO-0009524,2025-04-27,100
GR-0007752,PO-0009525,2025-07-08,1000
GR-0007753,PO-0009526,2024-10-06,50
GR-0007754,PO-0009527,2025-10-13,50
GR-0007755,PO-0009528,2024-12-15,200
GR-0007756,PO-0009529,2024-08-05,100
GR-0007757,PO-0009530,2025-12-10,153
GR-0007758,PO-0009531,2025-04-16,100
GR-0007759,PO-0009532,2024-04-01,1000
GR-0007760,PO-0009533,2026-03-25,100
GR-0007761,PO-0009535,2025-07-12,500
GR-0007762,PO-0009537,2025-12-12,1000
GR-0007763,PO-0009539,2025-04-23,1000
GR-0007764,PO-0009540,2024-04-08,728
GR-0007765,PO-0009541,2024-06-17,100
GR-0007766,PO-0009542,2024-11-15,50
GR-0007767,PO-0009543,2025-12-14,500
GR-0007768,PO-0009544,2024-06-07,500
GR-0007769,PO-0009545,2025-04-02,100
GR-0007770,PO-0009547,2026-05-19,745
GR-0007771,PO-0009548,2025-12-07,50
GR-0007772,PO-0009549,2024-04-20,1000
GR-0007773,PO-0009551,2024-02-10,1000
GR-0007774,PO-0009552,2024-06-09,71
GR-0007775,PO-0009553,2026-04-21,500
GR-0007776,PO-0009554,2024-12-17,50
GR-0007777,PO-0009555,2024-11-08,500
GR-0007778,PO-0009556,2024-09-12,1000
GR-0007779,PO-0009557,2026-05-15,50
GR-0007780,PO-0009558,2026-01-27,100
GR-0007781,PO-0009559,2025-10-15,200
GR-0007782,PO-0009560,2025-03-05,1000
GR-0007783,PO-0009562,2024-02-24,100
GR-0007784,PO-0009563,2024-09-06,1000
GR-0007785,PO-0009565,2025-07-23,500
GR-0007786,PO-0009569,2024-02-16,1000
GR-0007787,PO-0009570,2025-08-18,1000
GR-0007788,PO-0009571,2025-12-21,1000
GR-0007789,PO-0009572,2025-06-09,50
GR-0007790,PO-0009573,2026-06-02,500
GR-0007791,PO-0009574,2026-06-13,1000
GR-0007792,PO-0009575,2024-07-05,100
GR-0007793,PO-0009576,2025-06-18,200
GR-0007794,PO-0009577,2025-08-25,50
GR-0007795,PO-0009578,2025-07-06,50
GR-0007796,PO-0009579,2025-12-10,50
GR-0007797,PO-0009580,2025-06-01,100
GR-0007798,PO-0009581,2025-12-03,200
GR-0007799,PO-0009582,2026-04-14,50
GR-0007800,PO-0009584,2024-09-24,100
GR-0007801,PO-0009585,2025-06-12,50
GR-0007802,PO-0009586,2024-08-09,200
GR-0007803,PO-0009588,2024-06-09,1000
GR-0007804,PO-0009589,2024-08-22,1000
GR-0007805,PO-0009590,2025-03-04,46
GR-0007806,PO-0009591,2024-11-19,200
GR-0007807,PO-0009592,2025-11-07,837
GR-0007808,PO-0009593,2026-05-01,100
GR-0007809,PO-0009594,2024-09-20,500
GR-0007810,PO-0009595,2025-11-02,200
GR-0007811,PO-0009597,2024-08-29,84
GR-0007812,PO-0009598,2024-11-08,200
GR-0007813,PO-0009599,2024-06-12,50
GR-0007814,PO-0009600,2025-05-01,200
GR-0007815,PO-0009601,2025-10-01,100
GR-0007816,PO-0009602,2024-08-20,200
GR-0007817,PO-0009603,2024-08-08,50
GR-0007818,PO-0009604,2024-05-19,1000
GR-0007819,PO-0009605,2026-03-11,500
GR-0007820,PO-0009606,2024-08-14,100
GR-0007821,PO-0009607,2025-05-23,200
GR-0007822,PO-0009608,2026-04-04,165
GR-0007823,PO-0009609,2025-10-19,500
GR-0007824,PO-0009610,2024-09-25,1000
GR-0007825,PO-0009612,2025-07-30,100
GR-0007826,PO-0009613,2025-06-12,1000
GR-0007827,PO-0009614,2024-09-05,1000
GR-0007828,PO-0009616,2025-08-13,500
GR-0007829,PO-0009617,2025-02-05,1000
GR-0007830,PO-0009618,2024-03-03,1000
GR-0007831,PO-0009619,2025-12-06,888
GR-0007832,PO-0009621,2025-10-01,50
GR-0007833,PO-0009623,2024-10-01,500
GR-0007834,PO-0009624,2025-02-02,100
GR-0007835,PO-0009625,2025-03-02,200
GR-0007836,PO-0009626,2024-10-08,1000
GR-0007837,PO-0009627,2026-05-02,1000
GR-0007838,PO-0009628,2025-05-25,1000
GR-0007839,PO-0009629,2024-07-01,1000
GR-0007840,PO-0009630,2025-08-24,50
GR-0007841,PO-0009631,2024-08-10,200
GR-0007842,PO-0009632,2026-01-06,189
GR-0007843,PO-0009633,2025-06-20,50
GR-0007844,PO-0009634,2024-07-30,1000
GR-0007845,PO-0009636,2025-05-26,500
GR-0007846,PO-0009637,2025-04-19,97
GR-0007847,PO-0009638,2026-01-02,500
GR-0007848,PO-0009639,2024-06-15,500
GR-0007849,PO-0009640,2025-09-22,500
GR-0007850,PO-0009641,2026-02-07,500
GR-0007851,PO-0009642,2024-06-14,50
GR-0007852,PO-0009643,2024-04-06,50
GR-0007853,PO-0009644,2026-01-21,500
GR-0007854,PO-0009645,2024-06-12,49
GR-0007855,PO-0009646,2026-02-11,500
GR-0007856,PO-0009647,2024-11-10,50
GR-0007857,PO-0009648,2026-04-15,500
GR-0007858,PO-0009649,2025-01-18,500
GR-0007859,PO-0009650,2024-12-16,46
GR-0007860,PO-0009652,2026-03-09,100
GR-0007861,PO-0009653,2025-04-07,43
GR-0007862,PO-0009654,2025-05-10,41
GR-0007863,PO-0009655,2026-02-26,1000
GR-0007864,PO-0009656,2024-12-08,1000
GR-0007865,PO-0009657,2025-04-16,200
GR-0007866,PO-0009658,2025-05-05,1000
GR-0007867,PO-0009659,2024-06-30,428
GR-0007868,PO-0009660,2024-12-20,50
GR-0007869,PO-0009662,2025-05-13,50
GR-0007870,PO-0009664,2024-04-24,200
GR-0007871,PO-0009665,2026-01-24,500
GR-0007872,PO-0009666,2026-06-13,200
GR-0007873,PO-0009668,2025-08-10,500
GR-0007874,PO-0009669,2024-03-20,1000
GR-0007875,PO-0009670,2024-11-03,500
GR-0007876,PO-0009671,2024-12-15,50
GR-0007877,PO-0009673,2024-07-15,200
GR-0007878,PO-0009675,2024-11-20,50
GR-0007879,PO-0009678,2025-06-02,100
GR-0007880,PO-0009679,2024-10-04,100
GR-0007881,PO-0009681,2025-11-23,1000
GR-0007882,PO-0009683,2024-10-23,200
GR-0007883,PO-0009684,2025-03-30,50
GR-0007884,PO-0009685,2026-04-21,200
GR-0007885,PO-0009687,2026-02-26,200
GR-0007886,PO-0009688,2025-10-31,90
GR-0007887,PO-0009689,2025-04-29,500
GR-0007888,PO-0009690,2024-03-11,463
GR-0007889,PO-0009691,2024-05-26,50
GR-0007890,PO-0009692,2025-01-23,500
GR-0007891,PO-0009693,2025-11-16,500
GR-0007892,PO-0009694,2024-07-07,1000
GR-0007893,PO-0009695,2024-09-10,1000
GR-0007894,PO-0009697,2026-05-01,1000
GR-0007895,PO-0009699,2026-04-12,50
GR-0007896,PO-0009700,2025-07-21,1000
GR-0007897,PO-0009701,2024-11-25,200
GR-0007898,PO-0009702,2025-08-19,200
GR-0007899,PO-0009703,2024-05-17,1000
GR-0007900,PO-0009704,2025-06-13,100
GR-0007901,PO-0009707,2025-04-20,50
GR-0007902,PO-0009709,2025-04-20,1000
GR-0007903,PO-0009710,2024-10-12,100
GR-0007904,PO-0009711,2025-12-26,50
GR-0007905,PO-0009712,2024-08-24,100
GR-0007906,PO-0009713,2024-11-24,200
GR-0007907,PO-0009714,2024-06-12,200
GR-0007908,PO-0009715,2024-05-13,50
GR-0007909,PO-0009716,2025-09-20,500
GR-0007910,PO-0009717,2025-11-28,500
GR-0007911,PO-0009718,2024-12-28,50
GR-0007912,PO-0009719,2024-05-31,97
GR-0007913,PO-0009720,2024-09-16,200
GR-0007914,PO-0009721,2024-02-25,200
GR-0007915,PO-0009722,2025-08-18,500
GR-0007916,PO-0009723,2026-03-21,71
GR-0007917,PO-0009724,2025-07-09,50
GR-0007918,PO-0009725,2025-10-09,35
GR-0007919,PO-0009726,2024-12-05,500
GR-0007920,PO-0009728,2024-10-28,500
GR-0007921,PO-0009729,2026-04-20,500
GR-0007922,PO-0009730,2024-07-16,200
GR-0007923,PO-0009732,2025-05-19,500
GR-0007924,PO-0009733,2026-02-22,100
GR-0007925,PO-0009735,2025-07-26,500
GR-0007926,PO-0009737,2025-02-15,500
GR-0007927,PO-0009738,2025-05-05,1000
GR-0007928,PO-0009739,2024-07-28,200
GR-0007929,PO-0009740,2024-07-12,50
GR-0007930,PO-0009741,2024-07-23,200
GR-0007931,PO-0009742,2025-03-14,100
GR-0007932,PO-0009743,2024-03-16,500
GR-0007933,PO-0009745,2026-03-23,100
GR-0007934,PO-0009746,2025-05-18,500
GR-0007935,PO-0009749,2025-06-14,1000
GR-0007936,PO-0009750,2026-04-17,50
GR-0007937,PO-0009751,2024-07-06,200
GR-0007938,PO-0009752,2025-10-05,200
GR-0007939,PO-0009753,2024-12-07,50
GR-0007940,PO-0009754,2026-02-21,50
GR-0007941,PO-0009755,2024-07-12,200
GR-0007942,PO-0009756,2024-06-22,200
GR-0007943,PO-0009757,2025-10-14,100
GR-0007944,PO-0009758,2024-03-23,100
GR-0007945,PO-0009759,2025-06-26,50
GR-0007946,PO-0009762,2025-12-14,81
GR-0007947,PO-0009763,2024-10-14,1000
GR-0007948,PO-0009764,2024-09-10,200
GR-0007949,PO-0009766,2025-02-25,1000
GR-0007950,PO-0009767,2024-06-20,200
GR-0007951,PO-0009768,2024-12-03,200
GR-0007952,PO-0009769,2025-03-20,50
GR-0007953,PO-0009770,2024-07-10,176
GR-0007954,PO-0009772,2024-04-24,100
GR-0007955,PO-0009773,2025-12-06,50
GR-0007956,PO-0009774,2024-10-25,1000
GR-0007957,PO-0009775,2025-12-21,971
GR-0007958,PO-0009777,2026-02-12,50
GR-0007959,PO-0009778,2025-02-09,200
GR-0007960,PO-0009779,2025-12-09,100
GR-0007961,PO-0009780,2024-11-17,200
GR-0007962,PO-0009781,2025-04-02,872
GR-0007963,PO-0009782,2024-12-17,50
GR-0007964,PO-0009784,2025-12-09,1000
GR-0007965,PO-0009785,2025-10-24,500
GR-0007966,PO-0009787,2024-08-09,50
GR-0007967,PO-0009788,2026-05-13,1000
GR-0007968,PO-0009789,2025-02-11,500
GR-0007969,PO-0009790,2024-11-07,100
GR-0007970,PO-0009792,2024-06-11,200
GR-0007971,PO-0009793,2026-03-09,500
GR-0007972,PO-0009794,2025-06-13,100
GR-0007973,PO-0009795,2025-12-14,50
GR-0007974,PO-0009797,2026-01-21,1000
GR-0007975,PO-0009798,2026-06-10,1000
GR-0007976,PO-0009799,2024-12-13,500
GR-0007977,PO-0009800,2025-01-24,100
GR-0007978,PO-0009801,2025-04-25,200
GR-0007979,PO-0009802,2026-06-12,200
GR-0007980,PO-0009803,2026-05-18,96
GR-0007981,PO-0009804,2026-03-27,500
GR-0007982,PO-0009806,2024-03-16,1000
GR-0007983,PO-0009808,2024-06-04,50
GR-0007984,PO-0009809,2025-02-20,500
GR-0007985,PO-0009810,2026-04-24,50
GR-0007986,PO-0009811,2026-03-09,200
GR-0007987,PO-0009812,2024-10-25,500
GR-0007988,PO-0009814,2025-01-27,100
GR-0007989,PO-0009816,2026-05-10,141
GR-0007990,PO-0009817,2026-04-25,200
GR-0007991,PO-0009818,2025-01-10,38
GR-0007992,PO-0009820,2025-06-16,100
GR-0007993,PO-0009821,2025-04-05,500
GR-0007994,PO-0009822,2025-09-04,50
GR-0007995,PO-0009823,2025-05-08,500
GR-0007996,PO-0009824,2026-04-24,200
GR-0007997,PO-0009825,2025-11-27,50
GR-0007998,PO-0009826,2026-05-18,489
GR-0007999,PO-0009828,2024-03-10,100
GR-0008000,PO-0009829,2026-05-14,100
GR-0008001,PO-0009830,2025-08-19,1000
GR-0008002,PO-0009833,2025-01-07,200
GR-0008003,PO-0009834,2025-02-09,500
GR-0008004,PO-0009836,2025-02-12,50
GR-0008005,PO-0009837,2026-05-01,500
GR-0008006,PO-0009839,2024-07-27,500
GR-0008007,PO-0009840,2025-12-19,35
GR-0008008,PO-0009841,2024-10-19,200
GR-0008009,PO-0009843,2024-10-17,50
GR-0008010,PO-0009844,2026-03-29,200
GR-0008011,PO-0009845,2025-05-18,500
GR-0008012,PO-0009846,2025-03-19,169
GR-0008013,PO-0009849,2026-02-16,100
GR-0008014,PO-0009850,2024-02-27,500
GR-0008015,PO-0009851,2025-09-27,100
GR-0008016,PO-0009852,2024-12-01,1000
GR-0008017,PO-0009853,2024-08-05,200
GR-0008018,PO-0009854,2026-05-10,50
GR-0008019,PO-0009855,2024-03-17,200
GR-0008020,PO-0009856,2025-08-06,50
GR-0008021,PO-0009857,2025-07-23,200
GR-0008022,PO-0009858,2025-02-03,500
GR-0008023,PO-0009859,2025-02-26,1000
GR-0008024,PO-0009860,2026-03-20,1000
GR-0008025,PO-0009863,2026-03-05,500
GR-0008026,PO-0009864,2026-02-02,50
GR-0008027,PO-0009865,2024-07-22,500
GR-0008028,PO-0009866,2024-05-02,50
GR-0008029,PO-0009867,2024-03-03,1000
GR-0008030,PO-0009868,2024-04-16,200
GR-0008031,PO-0009869,2026-02-05,1000
GR-0008032,PO-0009870,2024-07-11,1000
GR-0008033,PO-0009871,2025-06-14,50
GR-0008034,PO-0009872,2025-06-01,500
GR-0008035,PO-0009873,2026-02-07,500
GR-0008036,PO-0009874,2026-03-22,50
GR-0008037,PO-0009875,2025-02-21,100
GR-0008038,PO-0009876,2024-12-14,50
GR-0008039,PO-0009877,2024-10-23,200
GR-0008040,PO-0009878,2024-11-02,100
GR-0008041,PO-0009879,2025-01-27,1000
GR-0008042,PO-0009880,2025-09-16,100
GR-0008043,PO-0009881,2025-07-21,500
GR-0008044,PO-0009882,2025-09-17,500
GR-0008045,PO-0009883,2026-03-20,500
GR-0008046,PO-0009885,2025-07-30,50
GR-0008047,PO-0009886,2024-08-01,100
GR-0008048,PO-0009889,2025-08-31,100
GR-0008049,PO-0009890,2025-01-05,50
GR-0008050,PO-0009891,2024-10-26,200
GR-0008051,PO-0009892,2024-08-14,100
GR-0008052,PO-0009893,2024-01-31,50
GR-0008053,PO-0009894,2024-08-08,200
GR-0008054,PO-0009897,2025-09-13,50
GR-0008055,PO-0009898,2025-12-07,1000
GR-0008056,PO-0009900,2024-10-17,91
GR-0008057,PO-0009901,2024-10-31,100
GR-0008058,PO-0009902,2025-10-13,500
GR-0008059,PO-0009903,2026-04-30,500
GR-0008060,PO-0009904,2024-05-20,1000
GR-0008061,PO-0009905,2026-03-09,500
GR-0008062,PO-0009907,2025-07-12,200
GR-0008063,PO-0009908,2025-09-26,500
GR-0008064,PO-0009909,2025-07-11,1000
GR-0008065,PO-0009910,2025-07-07,100
GR-0008066,PO-0009911,2025-11-24,1000
GR-0008067,PO-0009912,2026-01-31,100
GR-0008068,PO-0009913,2025-10-15,200
GR-0008069,PO-0009914,2025-04-20,50
GR-0008070,PO-0009916,2025-04-01,1000
GR-0008071,PO-0009917,2026-03-17,50
GR-0008072,PO-0009918,2024-03-07,100
GR-0008073,PO-0009919,2025-05-19,200
GR-0008074,PO-0009920,2026-06-01,100
GR-0008075,PO-0009921,2026-05-08,100
GR-0008076,PO-0009923,2024-05-19,1000
GR-0008077,PO-0009924,2026-05-16,200
GR-0008078,PO-0009925,2024-05-15,200
GR-0008079,PO-0009926,2024-04-10,200
GR-0008080,PO-0009927,2026-03-09,500
GR-0008081,PO-0009928,2024-08-24,200
GR-0008082,PO-0009929,2024-12-31,200
GR-0008083,PO-0009930,2024-09-10,100
GR-0008084,PO-0009931,2025-12-01,500
GR-0008085,PO-0009932,2024-07-29,200
GR-0008086,PO-0009933,2026-04-17,50
GR-0008087,PO-0009934,2024-06-05,1000
GR-0008088,PO-0009935,2025-12-08,200
GR-0008089,PO-0009936,2025-11-29,100
GR-0008090,PO-0009937,2025-05-30,100
GR-0008091,PO-0009939,2025-01-30,200
GR-0008092,PO-0009940,2026-04-18,500
GR-0008093,PO-0009941,2025-09-30,50
GR-0008094,PO-0009942,2025-02-24,1000
GR-0008095,PO-0009943,2025-10-12,200
GR-0008096,PO-0009944,2024-02-25,1000
GR-0008097,PO-0009946,2026-02-02,1000
GR-0008098,PO-0009947,2024-07-31,100
GR-0008099,PO-0009948,2024-12-17,100
GR-0008100,PO-0009949,2025-04-11,100
GR-0008101,PO-0009950,2024-07-07,50
GR-0008102,PO-0009952,2024-05-20,1000
GR-0008103,PO-0009953,2025-06-04,100
GR-0008104,PO-0009954,2026-01-02,500
GR-0008105,PO-0009955,2026-03-14,50
GR-0008106,PO-0009957,2024-12-15,1000
GR-0008107,PO-0009958,2026-03-12,1000
GR-0008108,PO-0009959,2024-12-08,100
GR-0008109,PO-0009960,2025-08-04,1000
GR-0008110,PO-0009961,2024-12-08,200
GR-0008111,PO-0009963,2025-08-30,100
GR-0008112,PO-0009964,2025-01-12,50
GR-0008113,PO-0009965,2025-02-06,1000
GR-0008114,PO-0009966,2024-08-13,1000
GR-0008115,PO-0009967,2025-06-09,500
GR-0008116,PO-0009968,2024-10-19,200
GR-0008117,PO-0009969,2025-01-02,50
GR-0008118,PO-0009970,2024-08-24,1000
GR-0008119,PO-0009971,2024-10-18,500
GR-0008120,PO-0009972,2024-12-18,1000
GR-0008121,PO-0009973,2025-10-29,200
GR-0008122,PO-0009974,2025-11-17,394
GR-0008123,PO-0009977,2025-09-26,50
GR-0008124,PO-0009978,2024-08-22,50
GR-0008125,PO-0009979,2026-01-28,71
GR-0008126,PO-0009980,2025-06-03,429
GR-0008127,PO-0009981,2025-04-12,500
GR-0008128,PO-0009982,2025-03-18,1000
GR-0008129,PO-0009983,2025-03-10,412
GR-0008130,PO-0009984,2025-09-11,1000
GR-0008131,PO-0009985,2025-06-11,100
GR-0008132,PO-0009988,2025-10-07,1000
GR-0008133,PO-0009989,2024-09-21,1000
GR-0008134,PO-0009990,2024-04-13,200
GR-0008135,PO-0009991,2025-08-26,500
GR-0008136,PO-0009992,2024-06-22,950
GR-0008137,PO-0009993,2024-05-18,500
GR-0008138,PO-0009994,2025-10-27,1000
GR-0008139,PO-0009995,2025-02-22,50
GR-0008140,PO-0009996,2025-05-21,50
GR-0008141,PO-0009997,2024-02-07,1000
GR-0008142,PO-0009999,2025-10-02,500
GR-0008143,PO-0010000,2025-03-09,200
GR-0008144,PO-0010001,2025-09-18,50
GR-0008145,PO-0010002,2025-03-09,200
GR-0008146,PO-0010003,2025-08-15,1000
GR-0008147,PO-0010004,2024-03-20,50
GR-0008148,PO-0010005,2025-03-05,50
GR-0008149,PO-0010006,2025-12-15,1000
GR-0008150,PO-0010007,2026-02-17,1000
GR-0008151,PO-0010008,2024-07-12,500
GR-0008152,PO-0010010,2025-08-11,1000
GR-0008153,PO-0010011,2024-06-06,500
GR-0008154,PO-0010012,2025-10-22,1000
GR-0008155,PO-0010013,2026-01-30,1000
GR-0008156,PO-0010014,2026-04-26,200
GR-0008157,PO-0010015,2024-08-11,50
GR-0008158,PO-0010017,2025-01-21,100
GR-0008159,PO-0010018,2024-10-12,200
GR-0008160,PO-0010019,2025-03-12,200
GR-0008161,PO-0010020,2024-06-07,100
GR-0008162,PO-0010021,2024-05-01,1000
GR-0008163,PO-0010022,2025-07-22,50
GR-0008164,PO-0010025,2024-04-18,100
GR-0008165,PO-0010026,2026-02-09,200
GR-0008166,PO-0010027,2025-09-04,50
GR-0008167,PO-0010028,2025-11-30,100
GR-0008168,PO-0010029,2024-12-01,50
GR-0008169,PO-0010032,2026-03-17,94
GR-0008170,PO-0010033,2025-04-06,200
GR-0008171,PO-0010034,2025-08-18,50
GR-0008172,PO-0010035,2024-05-27,500
GR-0008173,PO-0010036,2026-04-12,96
GR-0008174,PO-0010038,2026-05-02,200
GR-0008175,PO-0010039,2026-05-27,200
GR-0008176,PO-0010040,2026-03-26,200
GR-0008177,PO-0010041,2024-09-04,1000
GR-0008178,PO-0010042,2026-03-25,500
GR-0008179,PO-0010044,2025-05-04,1000
GR-0008180,PO-0010046,2026-01-01,1000
GR-0008181,PO-0010048,2025-04-17,500
GR-0008182,PO-0010049,2025-04-08,500
GR-0008183,PO-0010050,2025-04-12,1000
GR-0008184,PO-0010051,2025-07-28,200
GR-0008185,PO-0010052,2024-12-05,50
GR-0008186,PO-0010053,2024-05-10,1000
GR-0008187,PO-0010054,2025-06-28,1000
GR-0008188,PO-0010056,2025-05-23,173
GR-0008189,PO-0010059,2025-03-10,1000
GR-0008190,PO-0010060,2024-09-06,1000
GR-0008191,PO-0010061,2025-09-05,200
GR-0008192,PO-0010062,2024-07-26,87
GR-0008193,PO-0010063,2024-04-03,100
GR-0008194,PO-0010064,2024-02-22,1000
GR-0008195,PO-0010066,2025-01-28,1000
GR-0008196,PO-0010067,2026-02-05,1000
GR-0008197,PO-0010068,2024-06-10,500
GR-0008198,PO-0010069,2025-10-10,50
GR-0008199,PO-0010070,2024-09-22,500
GR-0008200,PO-0010071,2024-04-03,1000
GR-0008201,PO-0010072,2025-09-24,100
GR-0008202,PO-0010073,2025-12-17,500
GR-0008203,PO-0010075,2025-04-30,100
GR-0008204,PO-0010076,2024-07-06,43
GR-0008205,PO-0010077,2024-09-11,1000
GR-0008206,PO-0010081,2024-09-29,50
GR-0008207,PO-0010082,2026-06-03,100
GR-0008208,PO-0010083,2024-02-16,1000
GR-0008209,PO-0010084,2026-03-08,200
GR-0008210,PO-0010085,2024-06-05,1000
GR-0008211,PO-0010086,2024-06-11,183
GR-0008212,PO-0010087,2025-01-16,50
GR-0008213,PO-0010088,2025-11-01,200
GR-0008214,PO-0010090,2025-06-18,1000
GR-0008215,PO-0010092,2024-08-18,100
GR-0008216,PO-0010094,2026-01-22,500
GR-0008217,PO-0010097,2025-01-05,50
GR-0008218,PO-0010098,2026-01-06,50
GR-0008219,PO-0010099,2025-05-17,500
GR-0008220,PO-0010100,2024-07-29,500
GR-0008221,PO-0010101,2024-08-28,50
GR-0008222,PO-0010102,2024-06-01,200
GR-0008223,PO-0010103,2024-02-27,186
GR-0008224,PO-0010104,2024-06-21,416
GR-0008225,PO-0010105,2026-05-22,500
GR-0008226,PO-0010106,2024-12-19,200
GR-0008227,PO-0010107,2026-02-22,200
GR-0008228,PO-0010110,2024-11-17,50
GR-0008229,PO-0010111,2025-04-07,500
GR-0008230,PO-0010112,2026-05-10,100
GR-0008231,PO-0010113,2024-08-23,200
GR-0008232,PO-0010114,2024-06-20,100
GR-0008233,PO-0010115,2024-04-24,500
GR-0008234,PO-0010116,2025-09-28,200
GR-0008235,PO-0010117,2024-12-01,200
GR-0008236,PO-0010118,2024-03-04,50
GR-0008237,PO-0010119,2025-01-26,500
GR-0008238,PO-0010120,2025-04-07,500
GR-0008239,PO-0010122,2025-09-27,50
GR-0008240,PO-0010123,2024-11-05,50
GR-0008241,PO-0010124,2025-04-29,200
GR-0008242,PO-0010125,2026-01-12,100
GR-0008243,PO-0010126,2025-08-27,1000
GR-0008244,PO-0010128,2025-03-27,200
GR-0008245,PO-0010129,2025-10-03,50
GR-0008246,PO-0010131,2026-04-15,200
GR-0008247,PO-0010132,2025-09-07,200
GR-0008248,PO-0010134,2024-04-02,100
GR-0008249,PO-0010135,2024-06-25,50
GR-0008250,PO-0010136,2024-07-02,50
GR-0008251,PO-0010137,2026-02-13,200
GR-0008252,PO-0010138,2025-03-02,200
GR-0008253,PO-0010139,2024-05-25,1000
GR-0008254,PO-0010140,2024-10-27,100
GR-0008255,PO-0010142,2026-01-14,1000
GR-0008256,PO-0010144,2024-11-29,500
GR-0008257,PO-0010145,2025-06-27,100
GR-0008258,PO-0010147,2025-01-16,1000
GR-0008259,PO-0010148,2025-12-22,48
GR-0008260,PO-0010149,2024-12-26,100
GR-0008261,PO-0010150,2024-07-03,1000
GR-0008262,PO-0010151,2024-09-21,1000
GR-0008263,PO-0010152,2024-02-07,50
GR-0008264,PO-0010153,2025-07-26,161
GR-0008265,PO-0010155,2025-06-10,200
GR-0008266,PO-0010157,2024-04-25,500
GR-0008267,PO-0010158,2025-12-17,200
GR-0008268,PO-0010161,2026-04-01,1000
GR-0008269,PO-0010162,2026-05-26,100
GR-0008270,PO-0010164,2025-03-21,500
GR-0008271,PO-0010165,2026-03-01,1000
GR-0008272,PO-0010166,2025-05-22,200
GR-0008273,PO-0010167,2024-04-10,200
GR-0008274,PO-0010168,2024-09-12,848
GR-0008275,PO-0010170,2025-07-13,50
GR-0008276,PO-0010171,2024-11-09,50
GR-0008277,PO-0010172,2025-06-13,50
GR-0008278,PO-0010173,2025-10-15,1000
GR-0008279,PO-0010174,2024-09-21,200
GR-0008280,PO-0010175,2026-04-15,100
GR-0008281,PO-0010176,2024-03-23,500
GR-0008282,PO-0010177,2025-10-28,100
GR-0008283,PO-0010178,2025-12-23,500
GR-0008284,PO-0010179,2024-07-23,50
GR-0008285,PO-0010180,2026-05-31,500
GR-0008286,PO-0010181,2024-05-23,100
GR-0008287,PO-0010182,2025-07-04,100
GR-0008288,PO-0010183,2024-06-19,1000
GR-0008289,PO-0010184,2025-03-03,200
GR-0008290,PO-0010185,2024-12-02,50
GR-0008291,PO-0010187,2025-12-18,1000
GR-0008292,PO-0010188,2025-12-08,1000
GR-0008293,PO-0010189,2024-05-24,968
GR-0008294,PO-0010190,2025-09-10,200
GR-0008295,PO-0010191,2024-12-23,200
GR-0008296,PO-0010193,2026-05-01,500
GR-0008297,PO-0010194,2025-05-03,50
GR-0008298,PO-0010196,2025-02-16,1000
GR-0008299,PO-0010198,2025-12-08,200
GR-0008300,PO-0010199,2026-01-08,200
GR-0008301,PO-0010200,2025-09-10,493
GR-0008302,PO-0010202,2025-02-16,100
GR-0008303,PO-0010203,2026-04-07,50
GR-0008304,PO-0010204,2024-11-29,200
GR-0008305,PO-0010206,2024-06-04,100
GR-0008306,PO-0010207,2025-12-13,200
