col_a,col_b,col_c,col_d,col_e,col_f,col_g,col_h
PO-0001795,S-0001,M-0173,2024-06-07,2024-07-31,200,2964.82,CLOSED
PO-0001796,S-0030,M-0041,2024-11-29,2024-12-12,1000,3354.51,CANCELLED
PO-0001797,S-0043,M-0168,2025-09-01,2025-10-14,500,3215.49,CLOSED
PO-0001798,S-0036,M-0078,2025-01-14,2025-02-28,100,2406.66,CLOSED
PO-0001799,S-0025,M-0145,2025-02-06,2025-02-17,500,1224.17,CLOSED
PO-0001800,S-0020,M-0105,2024-12-28,2025-02-14,100,2527.34,CANCELLED
PO-0001801,S-0048,M-0197,2024-10-07,2024-11-17,50,1912.16,CLOSED
PO-0001802,S-0017,M-0007,2024-11-25,2024-12-31,500,3724.96,CLOSED
PO-0001803,S-0058,M-0052,2026-03-27,2026-04-10,100,1136.14,CLOSED
PO-0001804,S-0010,M-0186,2025-05-06,2025-05-20,1000,501.56,CLOSED
PO-0001805,S-0028,M-0012,2026-03-10,2026-04-04,500,603.78,CLOSED
PO-0001806,S-0030,M-0072,2025-09-13,2025-09-26,1000,2982.75,CLOSED
PO-0001807,S-0054,M-0073,2024-04-23,2024-05-12,500,4414.07,CLOSED
PO-0001808,S-0006,M-0199,2026-01-20,2026-03-05,500,829.18,CLOSED
PO-0001809,S-0017,M-0113,2024-09-08,2024-10-14,200,4852.41,CLOSED
PO-0001810,S-0041,M-0136,2026-04-16,2026-04-27,200,3746.49,CLOSED
PO-0001811,S-0020,M-0190,2024-11-17,2025-01-04,200,2910.7,OPEN
PO-0001812,S-0004,M-0115,2026-02-04,2026-03-15,100,1840.81,CLOSED
PO-0001813,S-0019,M-0086,2024-07-22,2024-08-23,200,938.24,CLOSED
PO-0001814,S-0008,M-0102,2026-04-05,2026-04-18,500,3255.79,CLOSED
PO-0001815,S-0047,M-0132,2025-01-17,2025-02-14,50,4361.12,CLOSED
PO-0001816,S-0003,M-0130,2026-03-28,2026-05-01,200,4828.5,CLOSED
PO-0001817,S-0025,M-0145,2024-04-04,2024-04-15,1000,1224.17,CLOSED
PO-0001818,S-0002,M-0023,2025-08-10,2025-08-23,500,933.91,CLOSED
PO-0001819,S-0050,M-0193,2024-03-15,2024-05-02,500,3391.13,CLOSED
PO-0001820,S-0038,M-0085,2024-03-15,2024-04-24,100,1450.84,CLOSED
PO-0001821,S-0031,M-0178,2026-01-27,2026-02-26,500,3446.18,OPEN
PO-0001822,S-0005,M-0103,2025-08-11,2025-09-28,200,3973.51,CLOSED
PO-0001823,S-0039,M-0067,2024-08-16,2024-09-13,1000,3924.04,CLOSED
PO-0001824,S-0050,M-0171,2024-07-24,2024-09-10,1000,64.04,OPEN
PO-0001825,S-0057,M-0184,2025-08-13,2025-08-24,100,1727.71,CLOSED
PO-0001826,S-0041,M-0011,2026-03-09,2026-03-20,100,3719.09,CLOSED
PO-0001827,S-0034,M-0081,2024-08-23,2024-10-15,100,4983.33,CLOSED
PO-0001828,S-0011,M-0198,2024-12-29,2025-02-13,50,3621.9,CLOSED
PO-0001829,S-0041,M-0097,2024-01-27,2024-02-07,500,3319.12,OPEN
PO-0001830,S-0020,M-0190,2024-08-01,2024-09-18,500,2910.7,CLOSED
PO-0001831,S-0054,M-0032,2024-04-05,2024-04-24,100,1470.22,CLOSED
PO-0001832,S-0021,M-0042,2026-02-13,2026-03-08,100,4084.28,CLOSED
PO-0001833,S-0014,M-0049,2024-08-03,2024-09-19,50,4528.95,CLOSED
PO-0001834,S-0043,M-0029,2025-04-12,2025-05-25,50,2041.88,CLOSED
PO-0001835,S-0016,M-0080,2024-03-07,2024-04-23,500,2928.7,OPEN
PO-0001836,S-0026,M-0167,2024-11-03,2024-11-26,100,4842.62,CANCELLED
PO-0001837,S-0042,M-0022,2025-10-28,2025-12-16,500,3413.61,OPEN
PO-0001838,S-0054,M-0005,2024-10-08,2024-10-27,200,1547.46,CLOSED
PO-0001839,S-0005,M-0003,2024-05-11,2024-06-28,1000,2554.13,CLOSED
PO-0001840,S-0020,M-0190,2025-11-07,2025-12-25,200,2910.7,CLOSED
PO-0001841,S-0041,M-0045,2024-06-27,2024-07-08,1000,2227.37,OPEN
PO-0001842,S-0020,M-0190,2026-04-08,2026-05-26,100,2910.7,CLOSED
PO-0001843,S-0053,M-0104,2025-10-02,2025-10-27,200,2223.81,OPEN
PO-0001844,S-0028,M-0068,2025-09-28,2025-10-23,200,2554.51,CLOSED
PO-0001845,S-0046,M-0121,2024-02-05,2024-03-24,100,4181.88,OPEN
PO-0001846,S-0028,M-0012,2025-07-06,2025-07-31,500,603.78,CLOSED
PO-0001847,S-0049,M-0058,2024-04-04,2024-05-10,500,3772.45,CANCELLED
PO-0001848,S-0043,M-0029,2025-05-02,2025-06-14,500,2041.88,CANCELLED
PO-0001849,S-0003,M-0138,2025-03-26,2025-04-29,100,1502.17,OPEN
PO-0001850,S-0042,M-0164,2024-01-01,2024-02-19,200,3097.48,CLOSED
PO-0001851,S-0047,M-0083,2025-11-03,2025-12-01,1000,641.8,CLOSED
PO-0001852,S-0001,M-0147,2024-07-19,2024-09-11,100,3902.64,CLOSED
PO-0001853,S-0042,M-0022,2026-01-31,2026-03-21,50,3413.61,CLOSED
PO-0001854,S-0028,M-0187,2025-11-06,2025-12-01,200,3707.04,CLOSED
PO-0001855,S-0035,M-0172,2025-08-27,2025-10-15,1000,594.14,CLOSED
PO-0001856,S-0055,M-0069,2026-02-17,2026-03-16,100,572.42,CLOSED
PO-0001857,S-0023,M-0189,2024-02-05,2024-02-20,500,304.66,CLOSED
PO-0001858,S-0016,M-0061,2024-06-14,2024-07-31,500,3125.61,CLOSED
PO-0001859,S-0056,M-0089,2024-07-11,2024-08-20,1000,1457.48,CLOSED
PO-0001860,S-0029,M-0117,2025-09-28,2025-11-20,200,192.9,CLOSED
PO-0001861,S-0027,M-0048,2024-09-18,2024-10-29,200,2735.93,CLOSED
PO-0001862,S-0005,M-0170,2024-04-08,2024-05-26,200,2952.6,CLOSED
PO-0001863,S-0012,M-0140,2024-05-09,2024-05-20,50,4360.66,CLOSED
PO-0001864,S-0016,M-0141,2025-12-30,2026-02-15,200,758.43,CLOSED
PO-0001865,S-0003,M-0130,2024-07-05,2024-08-08,500,4828.5,CLOSED
PO-0001866,S-0031,M-0037,2025-11-27,2025-12-27,100,2304.31,CLOSED
PO-0001867,S-0025,M-0145,2025-06-27,2025-07-08,1000,1224.17,CLOSED
PO-0001868,S-0031,M-0178,2025-06-27,2025-07-27,100,3446.18,CLOSED
PO-0001869,S-0050,M-0193,2026-01-03,2026-02-20,100,3391.13,CLOSED
PO-0001870,S-0058,M-0052,2024-10-12,2024-10-26,50,1136.14,OPEN
PO-0001871,S-0005,M-0103,2024-10-30,2024-12-17,500,3973.51,OPEN
PO-0001872,S-0002,M-0108,2025-05-02,2025-05-15,500,249.15,CLOSED
PO-0001873,S-0035,M-0172,2024-11-15,2025-01-03,100,594.14,OPEN
PO-0001874,S-0017,M-0157,2025-08-31,2025-10-06,50,2301.19,CLOSED
PO-0001875,S-0021,M-0042,2026-02-21,2026-03-16,100,4084.28,CLOSED
PO-0001876,S-0022,M-0090,2024-03-13,2024-04-26,100,1299.77,OPEN
PO-0001877,S-0034,M-0071,2024-05-23,2024-07-15,500,4050.59,CLOSED
PO-0001878,S-0053,M-0114,2024-05-25,2024-06-19,200,4353.37,CLOSED
PO-0001879,S-0009,M-0161,2025-09-04,2025-10-19,500,1556.6,CLOSED
PO-0001880,S-0010,M-0139,2026-01-30,2026-02-13,1000,2089.66,CLOSED
PO-0001881,S-0058,M-0070,2024-02-11,2024-02-25,500,807.31,CLOSED
PO-0001882,S-0041,M-0110,2025-08-22,2025-09-02,100,2376.55,OPEN
PO-0001883,S-0031,M-0178,2026-03-24,2026-04-23,500,3446.18,CLOSED
PO-0001884,S-0017,M-0154,2025-01-06,2025-02-11,100,3745.47,OPEN
PO-0001885,S-0050,M-0171,2025-05-21,2025-07-08,500,64.04,CLOSED
PO-0001886,S-0030,M-0072,2026-01-11,2026-01-24,200,2982.75,OPEN
PO-0001887,S-0042,M-0164,2025-06-04,2025-07-23,200,3097.48,CLOSED
PO-0001888,S-0020,M-0125,2024-09-05,2024-10-23,1000,4994.57,CLOSED
PO-0001889,S-0044,M-0027,2026-03-10,2026-03-29,500,2184.92,CLOSED
PO-0001890,S-0030,M-0155,2024-04-20,2024-05-03,1000,3783.05,CLOSED
PO-0001891,S-0039,M-0025,2024-04-30,2024-05-28,100,1956.72,CLOSED
PO-0001892,S-0043,M-0191,2024-02-10,2024-03-24,200,4244.01,CLOSED
PO-0001893,S-0006,M-0134,2024-02-08,2024-03-23,500,4303.74,CLOSED
PO-0001894,S-0037,M-0146,2024-07-04,2024-07-30,50,1511.39,CLOSED
PO-0001895,S-0006,M-0106,2026-04-01,2026-05-15,50,4452.64,CLOSED
PO-0001896,S-0020,M-0064,2024-10-10,2024-11-27,500,177.11,CLOSED
PO-0001897,S-0043,M-0163,2024-09-26,2024-11-08,100,2957.33,CLOSED
PO-0001898,S-0022,M-0090,2026-03-10,2026-04-23,100,1299.77,CLOSED
PO-0001899,S-0025,M-0158,2025-07-05,2025-07-16,100,3390.44,CLOSED
PO-0001900,S-0005,M-0160,2025-05-24,2025-07-11,100,1545.84,CLOSED
PO-0001901,S-0020,M-0125,2024-12-25,2025-02-11,200,4994.57,CLOSED
PO-0001902,S-0043,M-0029,2024-07-13,2024-08-25,1000,2041.88,CLOSED
PO-0001903,S-0022,M-0076,2026-02-13,2026-03-29,1000,3520.86,CLOSED
PO-0001904,S-0017,M-0154,2025-11-10,2025-12-16,500,3745.47,OPEN
PO-0001905,S-0046,M-0038,2026-01-03,2026-02-20,200,2028.28,CLOSED
PO-0001906,S-0023,M-0189,2026-04-14,2026-04-29,200,304.66,CLOSED
PO-0001907,S-0047,M-0083,2024-08-18,2024-09-15,500,641.8,CLOSED
PO-0001908,S-0049,M-0058,2025-12-12,2026-01-17,100,3772.45,CLOSED
PO-0001909,S-0042,M-0056,2024-05-28,2024-07-16,50,4340.91,CLOSED
PO-0001910,S-0017,M-0157,2025-05-09,2025-06-14,500,2301.19,CLOSED
PO-0001911,S-0052,M-0149,2025-02-13,2025-03-02,1000,3201.26,OPEN
PO-0001912,S-0046,M-0100,2026-02-03,2026-03-23,200,4305.05,CLOSED
PO-0001913,S-0028,M-0068,2025-03-17,2025-04-11,200,2554.51,CLOSED
PO-0001914,S-0010,M-0139,2024-12-31,2025-01-14,50,2089.66,OPEN
PO-0001915,S-0041,M-0035,2024-11-25,2024-12-06,100,512.27,CLOSED
PO-0001916,S-0003,M-0138,2024-11-17,2024-12-21,50,1502.17,CLOSED
PO-0001917,S-0057,M-0184,2025-12-19,2025-12-30,1000,1727.71,CLOSED
PO-0001918,S-0017,M-0113,2025-05-24,2025-06-29,1000,4852.41,CLOSED
PO-0001919,S-0020,M-0144,2025-04-04,2025-05-22,1000,1287.99,CLOSED
PO-0001920,S-0053,M-0091,2024-03-07,2024-04-01,200,2484.15,CLOSED
PO-0001921,S-0042,M-0183,2025-09-04,2025-10-23,500,4334.19,CLOSED
PO-0001922,S-0016,M-0080,2025-07-05,2025-08-21,200,2928.7,CLOSED
PO-0001923,S-0020,M-0105,2024-05-27,2024-07-14,1000,2527.34,CANCELLED
PO-0001924,S-0051,M-0151,2024-11-18,2024-12-21,50,2918.89,CANCELLED
PO-0001925,S-0003,M-0014,2025-12-30,2026-02-02,200,4499.96,CLOSED
PO-0001926,S-0021,M-0042,2026-01-20,2026-02-12,100,4084.28,CLOSED
PO-0001927,S-0018,M-0046,2024-07-04,2024-07-31,50,4470.48,CLOSED
PO-0001928,S-0038,M-0176,2025-01-31,2025-03-12,500,2544,CLOSED
PO-0001929,S-0010,M-0047,2024-04-08,2024-04-22,200,3485.05,CLOSED
PO-0001930,S-0005,M-0103,2024-07-24,2024-09-10,100,3973.51,CLOSED
PO-0001931,S-0029,M-0116,2026-02-08,2026-04-02,50,1371.93,CLOSED
PO-0001932,S-0037,M-0096,2024-04-07,2024-05-03,100,3067.67,CLOSED
PO-0001933,S-0057,M-0004,2024-01-05,2024-01-16,200,1879.16,CLOSED
PO-0001934,S-0025,M-0145,2025-01-18,2025-01-29,50,1224.17,OPEN
PO-0001935,S-0014,M-0049,2025-10-13,2025-11-29,1000,4528.95,CLOSED
PO-0001936,S-0052,M-0040,2025-09-06,2025-09-23,200,298.58,CLOSED
PO-0001937,S-0011,M-0198,2024-06-30,2024-08-15,1000,3621.9,CLOSED
PO-0001938,S-0048,M-0031,2026-04-06,2026-05-17,200,2867.07,OPEN
PO-0001939,S-0021,M-0028,2024-12-23,2025-01-15,100,4505.23,CLOSED
PO-0001940,S-0002,M-0050,2025-09-09,2025-09-22,100,2411.05,CANCELLED
PO-0001941,S-0035,M-0087,2025-04-10,2025-05-29,1000,275.3,CLOSED
PO-0001942,S-0020,M-0064,2025-01-09,2025-02-26,100,177.11,CLOSED
PO-0001943,S-0053,M-0104,2024-02-12,2024-03-08,200,2223.81,CLOSED
PO-0001944,S-0048,M-0123,2026-04-10,2026-05-21,1000,1417.42,CLOSED
PO-0001945,S-0048,M-0148,2025-12-20,2026-01-30,1000,3889.92,CLOSED
PO-0001946,S-0054,M-0073,2024-11-24,2024-12-13,100,4414.07,CLOSED
PO-0001947,S-0042,M-0022,2025-05-17,2025-07-05,50,3413.61,CLOSED
PO-0001948,S-0046,M-0100,2024-11-09,2024-12-27,500,4305.05,CANCELLED
PO-0001949,S-0011,M-0198,2024-10-21,2024-12-06,50,3621.9,CLOSED
PO-0001950,S-0001,M-0147,2025-07-09,2025-09-01,100,3902.64,CLOSED
PO-0001951,S-0003,M-0013,2024-11-06,2024-12-10,500,2785,CLOSED
PO-0001952,S-0003,M-0014,2026-04-23,2026-05-27,500,4499.96,CLOSED
PO-0001953,S-0059,M-0055,2024-04-11,2024-04-23,500,2843.74,OPEN
PO-0001954,S-0017,M-0057,2025-12-30,2026-02-04,200,1097.72,CLOSED
PO-0001955,S-0042,M-0164,2025-09-19,2025-11-07,50,3097.48,CLOSED
PO-0001956,S-0031,M-0062,2025-11-06,2025-12-06,200,4741.4,CANCELLED
PO-0001957,S-0046,M-0100,2026-04-26,2026-06-13,100,4305.05,CLOSED
PO-0001958,S-0031,M-0037,2025-09-05,2025-10-05,100,2304.31,CLOSED
PO-0001959,S-0009,M-0161,2024-11-13,2024-12-28,100,1556.6,OPEN
PO-0001960,S-0043,M-0168,2026-01-24,2026-03-08,200,3215.49,CLOSED
PO-0001961,S-0041,M-0097,2024-10-11,2024-10-22,100,3319.12,CLOSED
PO-0001962,S-0059,M-0179,2026-02-24,2026-03-08,500,4501.37,CLOSED
PO-0001963,S-0009,M-0030,2024-04-28,2024-06-12,100,3341.4,OPEN
PO-0001964,S-0029,M-0126,2024-03-09,2024-05-01,100,1758.36,CLOSED
PO-0001965,S-0031,M-0178,2025-02-11,2025-03-13,200,3446.18,CLOSED
PO-0001966,S-0021,M-0028,2026-02-18,2026-03-13,50,4505.23,CLOSED
PO-0001967,S-0058,M-0052,2024-05-10,2024-05-24,1000,1136.14,CANCELLED
PO-0001968,S-0046,M-0121,2025-05-05,2025-06-22,50,4181.88,CLOSED
PO-0001969,S-0042,M-0022,2026-02-19,2026-04-09,50,3413.61,CLOSED
PO-0001970,S-0041,M-0011,2025-11-09,2025-11-20,1000,3719.09,CLOSED
PO-0001971,S-0023,M-0082,2024-02-14,2024-02-29,1000,1567.78,CLOSED
PO-0001972,S-0006,M-0119,2024-07-24,2024-09-06,50,2334.17,CLOSED
PO-0001973,S-0002,M-0017,2024-08-18,2024-08-31,100,4626.21,CLOSED
PO-0001974,S-0017,M-0063,2025-09-08,2025-10-14,1000,3049.17,CLOSED
PO-0001975,S-0023,M-0082,2024-02-28,2024-03-14,50,1567.78,CLOSED
PO-0001976,S-0047,M-0083,2025-01-14,2025-02-11,50,641.8,CLOSED
PO-0001977,S-0012,M-0098,2024-01-04,2024-01-15,1000,824.84,CLOSED
PO-0001978,S-0041,M-0010,2025-07-31,2025-08-11,1000,268.23,CLOSED
PO-0001979,S-0001,M-0147,2025-10-22,2025-12-15,500,3902.64,CLOSED
PO-0001980,S-0017,M-0157,2024-09-13,2024-10-19,200,2301.19,CANCELLED
PO-0001981,S-0043,M-0163,2025-04-10,2025-05-23,500,2957.33,OPEN
PO-0001982,S-0052,M-0040,2025-04-10,2025-04-27,1000,298.58,OPEN
PO-0001983,S-0049,M-0058,2024-05-27,2024-07-02,200,3772.45,CLOSED
PO-0001984,S-0021,M-0042,2025-01-11,2025-02-03,50,4084.28,CLOSED
PO-0001985,S-0054,M-0059,2025-02-15,2025-03-06,100,145.95,CLOSED
PO-0001986,S-0017,M-0107,2025-04-16,2025-05-22,500,1183.18,CLOSED
PO-0001987,S-0010,M-0186,2025-06-26,2025-07-10,100,501.56,CLOSED
PO-0001988,S-0028,M-0187,2025-11-06,2025-12-01,1000,3707.04,CLOSED
PO-0001989,S-0051,M-0079,2024-08-06,2024-09-08,500,1506.47,CLOSED
PO-0001990,S-0001,M-0077,2026-03-04,2026-04-27,1000,473.78,CLOSED
PO-0001991,S-0031,M-0133,2025-03-18,2025-04-17,100,3135.13,OPEN
PO-0001992,S-0017,M-0007,2025-12-11,2026-01-16,100,3724.96,CLOSED
PO-0001993,S-0043,M-0191,2025-11-27,2026-01-09,1000,4244.01,CLOSED
PO-0001994,S-0023,M-0082,2025-04-24,2025-05-09,100,1567.78,OPEN
PO-0001995,S-0031,M-0034,2026-02-19,2026-03-21,500,469.74,CLOSED
PO-0001996,S-0023,M-0189,2025-10-05,2025-10-20,50,304.66,CLOSED
PO-0001997,S-0003,M-0014,2024-12-05,2025-01-08,50,4499.96,CLOSED
PO-0001998,S-0045,M-0039,2024-08-06,2024-09-09,200,3903.18,CLOSED
PO-0001999,S-0030,M-0122,2024-12-12,2024-12-25,100,1948.75,CLOSED
PO-0002000,S-0045,M-0039,2024-06-16,2024-07-20,500,3903.18,CLOSED
PO-0002001,S-0010,M-0180,2024-10-14,2024-10-28,100,1411.33,CANCELLED
PO-0002002,S-0005,M-0170,2024-05-30,2024-07-17,500,2952.6,CLOSED
PO-0002003,S-0030,M-0122,2025-01-23,2025-02-05,500,1948.75,CLOSED
PO-0002004,S-0010,M-0047,2025-04-03,2025-04-17,50,3485.05,CANCELLED
PO-0002005,S-0035,M-0172,2025-08-03,2025-09-21,200,594.14,OPEN
PO-0002006,S-0042,M-0022,2025-01-13,2025-03-03,50,3413.61,CLOSED
PO-0002007,S-0045,M-0039,2024-04-23,2024-05-27,100,3903.18,OPEN
PO-0002008,S-0047,M-0083,2024-10-26,2024-11-23,50,641.8,CLOSED
PO-0002009,S-0025,M-0127,2024-01-17,2024-01-28,1000,4354.53,OPEN
PO-0002010,S-0017,M-0107,2024-06-22,2024-07-28,200,1183.18,OPEN
PO-0002011,S-0002,M-0050,2025-06-09,2025-06-22,200,2411.05,CANCELLED
PO-0002012,S-0017,M-0007,2025-05-16,2025-06-21,200,3724.96,OPEN
PO-0002013,S-0003,M-0014,2025-10-26,2025-11-29,100,4499.96,CLOSED
PO-0002014,S-0023,M-0195,2025-11-03,2025-11-18,500,4355.82,CLOSED
PO-0002015,S-0005,M-0160,2024-01-11,2024-02-28,1000,1545.84,CLOSED
PO-0002016,S-0001,M-0173,2024-10-03,2024-11-26,500,2964.82,CLOSED
PO-0002017,S-0034,M-0109,2025-02-20,2025-04-14,200,948.37,CLOSED
PO-0002018,S-0042,M-0022,2025-04-05,2025-05-24,50,3413.61,CLOSED
PO-0002019,S-0009,M-0030,2024-01-24,2024-03-09,100,3341.4,CLOSED
PO-0002020,S-0016,M-0061,2026-03-08,2026-04-24,50,3125.61,OPEN
PO-0002021,S-0005,M-0003,2026-01-10,2026-02-27,50,2554.13,CLOSED
PO-0002022,S-0056,M-0019,2024-06-08,2024-07-18,1000,1151.05,CLOSED
PO-0002023,S-0021,M-0028,2025-09-19,2025-10-12,50,4505.23,CLOSED
PO-0002024,S-0022,M-0021,2024-07-09,2024-08-22,50,4836.1,CLOSED
PO-0002025,S-0057,M-0184,2024-03-22,2024-04-02,500,1727.71,CLOSED
PO-0002026,S-0049,M-0051,2025-12-26,2026-01-31,500,2714.19,CLOSED
PO-0002027,S-0040,M-0016,2025-03-29,2025-04-19,100,4329.8,CLOSED
PO-0002028,S-0010,M-0139,2025-08-12,2025-08-26,100,2089.66,CLOSED
PO-0002029,S-0054,M-0059,2024-06-15,2024-07-04,500,145.95,CLOSED
PO-0002030,S-0003,M-0130,2025-10-17,2025-11-20,200,4828.5,CLOSED
PO-0002031,S-0048,M-0175,2024-09-14,2024-10-25,200,2268.96,CLOSED
PO-0002032,S-0056,M-0089,2026-01-20,2026-03-01,50,1457.48,CLOSED
PO-0002033,S-0057,M-0004,2026-02-01,2026-02-12,50,1879.16,CLOSED
PO-0002034,S-0059,M-0179,2025-11-28,2025-12-10,1000,4501.37,CLOSED
PO-0002035,S-0043,M-0191,2026-04-10,2026-05-23,500,4244.01,CLOSED
PO-0002036,S-0012,M-0140,2026-02-01,2026-02-12,100,4360.66,CLOSED
PO-0002037,S-0012,M-0084,2026-03-26,2026-04-06,500,3706.09,CLOSED
PO-0002038,S-0031,M-0037,2026-01-25,2026-02-24,500,2304.31,CLOSED
PO-0002039,S-0005,M-0103,2025-01-09,2025-02-26,50,3973.51,CLOSED
PO-0002040,S-0045,M-0039,2025-08-30,2025-10-03,100,3903.18,CLOSED
PO-0002041,S-0025,M-0128,2025-02-05,2025-02-16,100,266.05,CLOSED
PO-0002042,S-0054,M-0059,2024-07-13,2024-08-01,500,145.95,CLOSED
PO-0002043,S-0050,M-0171,2024-03-02,2024-04-19,200,64.04,OPEN
PO-0002044,S-0056,M-0018,2024-11-27,2025-01-06,500,838.03,CLOSED
PO-0002045,S-0025,M-0127,2026-04-02,2026-04-13,100,4354.53,CLOSED
PO-0002046,S-0038,M-0176,2025-09-25,2025-11-04,500,2544,CLOSED
PO-0002047,S-0019,M-0088,2026-01-12,2026-02-13,200,4348.88,CLOSED
PO-0002048,S-0004,M-0115,2025-01-13,2025-02-21,500,1840.81,CLOSED
PO-0011265,S-0039,M-0067,2024-05-31,2024-06-28,1000,3924.04,CLOSED
PO-0011266,S-0029,M-0126,2025-09-16,2025-11-08,1000,1758.36,CLOSED
PO-0011267,S-0014,M-0049,2024-07-13,2024-08-29,50,4528.95,CLOSED
PO-0011268,S-0049,M-0051,2024-02-22,2024-03-29,1000,2714.19,CLOSED
PO-0011269,S-0017,M-0174,2024-03-22,2024-04-27,50,3721.5,CLOSED
PO-0011270,S-0039,M-0025,2024-12-24,2025-01-21,100,1956.72,CANCELLED
PO-0011271,S-0056,M-0131,2026-04-05,2026-05-15,50,2653.46,CLOSED
PO-0011272,S-0029,M-0126,2025-07-12,2025-09-03,50,1758.36,CLOSED
PO-0011273,S-0020,M-0064,2024-09-08,2024-10-26,100,177.11,CLOSED
PO-0011274,S-0002,M-0053,2025-11-16,2025-11-29,50,3360.92,CLOSED
PO-0011275,S-0046,M-0100,2024-06-30,2024-08-17,50,4305.05,CLOSED
PO-0011276,S-0017,M-0113,2024-01-23,2024-02-28,500,4852.41,CLOSED
PO-0011277,S-0048,M-0031,2025-02-22,2025-04-04,100,2867.07,OPEN
PO-0011278,S-0014,M-0015,2025-11-25,2026-01-11,100,558.83,CLOSED
PO-0011279,S-0028,M-0068,2024-03-11,2024-04-05,50,2554.51,CLOSED
PO-0011280,S-0035,M-0087,2025-05-30,2025-07-18,100,275.3,CLOSED
PO-0011281,S-0058,M-0070,2024-09-16,2024-09-30,200,807.31,CLOSED
PO-0011282,S-0020,M-0105,2024-12-06,2025-01-23,100,2527.34,CLOSED
PO-0011283,S-0047,M-0156,2026-04-09,2026-05-07,1000,1860.59,CLOSED
PO-0011284,S-0049,M-0058,2024-06-22,2024-07-28,100,3772.45,CLOSED
PO-0011285,S-0017,M-0113,2024-01-26,2024-03-02,1000,4852.41,CLOSED
PO-0011286,S-0031,M-0178,2026-03-03,2026-04-02,50,3446.18,CLOSED
PO-0011287,S-0023,M-0082,2025-05-27,2025-06-11,1000,1567.78,OPEN
PO-0011288,S-0017,M-0174,2024-06-09,2024-07-15,50,3721.5,CLOSED
PO-0011289,S-0048,M-0148,2025-09-25,2025-11-05,100,3889.92,OPEN
PO-0011290,S-0050,M-0193,2025-06-01,2025-07-19,500,3391.13,CLOSED
PO-0011291,S-0007,M-0024,2025-07-23,2025-08-26,1000,1761.15,OPEN
PO-0011292,S-0016,M-0080,2026-02-27,2026-04-15,50,2928.7,CLOSED
PO-0011293,S-0002,M-0017,2025-11-07,2025-11-20,100,4626.21,CLOSED
PO-0011294,S-0048,M-0031,2024-02-19,2024-03-31,100,2867.07,CLOSED
PO-0011295,S-0055,M-0069,2025-03-04,2025-03-31,1000,572.42,CLOSED
PO-0011296,S-0043,M-0112,2026-03-29,2026-05-11,100,231.65,CLOSED
PO-0011297,S-0059,M-0179,2024-11-07,2024-11-19,1000,4501.37,CLOSED
PO-0011298,S-0019,M-0008,2025-07-08,2025-08-09,200,3602.18,CLOSED
PO-0011299,S-0020,M-0125,2024-03-26,2024-05-13,500,4994.57,CLOSED
PO-0011300,S-0044,M-0065,2024-08-29,2024-09-17,100,4710.28,CLOSED
PO-0011301,S-0045,M-0099,2024-08-26,2024-09-29,50,1491.73,CLOSED
PO-0011302,S-0002,M-0108,2024-01-02,2024-01-15,1000,249.15,CLOSED
PO-0011303,S-0030,M-0041,2025-02-01,2025-02-14,100,3354.51,CLOSED
PO-0011304,S-0047,M-0132,2024-05-18,2024-06-15,200,4361.12,CLOSED
PO-0011305,S-0056,M-0018,2025-04-06,2025-05-16,100,838.03,CLOSED
PO-0011306,S-0002,M-0053,2025-12-12,2025-12-25,100,3360.92,CLOSED
PO-0011307,S-0021,M-0042,2024-12-15,2025-01-07,1000,4084.28,OPEN
PO-0011308,S-0044,M-0150,2025-09-22,2025-10-11,1000,530.96,CLOSED
PO-0011309,S-0014,M-0049,2024-04-15,2024-06-01,500,4528.95,CLOSED
PO-0011310,S-0044,M-0027,2025-07-06,2025-07-25,1000,2184.92,CLOSED
PO-0011311,S-0055,M-0075,2024-08-22,2024-09-18,50,2463.37,CLOSED
PO-0011312,S-0016,M-0141,2024-12-29,2025-02-14,500,758.43,CLOSED
PO-0011313,S-0030,M-0182,2025-03-21,2025-04-03,500,2179.49,CLOSED
PO-0011314,S-0040,M-0016,2024-04-05,2024-04-26,200,4329.8,CLOSED
PO-0011315,S-0005,M-0170,2025-10-05,2025-11-22,500,2952.6,CLOSED
PO-0011316,S-0027,M-0185,2025-01-11,2025-02-21,200,2162.48,CLOSED
PO-0011317,S-0030,M-0041,2024-02-05,2024-02-18,50,3354.51,CLOSED
PO-0011318,S-0044,M-0200,2025-09-02,2025-09-21,50,2243.41,CLOSED
PO-0011319,S-0042,M-0183,2026-02-09,2026-03-30,100,4334.19,CLOSED
PO-0011320,S-0059,M-0179,2024-03-22,2024-04-03,100,4501.37,OPEN
PO-0011321,S-0001,M-0147,2024-10-02,2024-11-25,200,3902.64,CLOSED
PO-0011322,S-0007,M-0162,2024-01-03,2024-02-06,1000,721.54,CLOSED
PO-0011323,S-0045,M-0099,2025-02-13,2025-03-19,100,1491.73,CLOSED
PO-0011324,S-0007,M-0166,2026-04-02,2026-05-06,100,4513.4,CLOSED
PO-0011325,S-0029,M-0117,2024-01-13,2024-03-06,1000,192.9,CLOSED
PO-0011326,S-0002,M-0017,2025-03-18,2025-03-31,100,4626.21,CLOSED
PO-0011327,S-0041,M-0035,2025-03-21,2025-04-01,200,512.27,CLOSED
PO-0011328,S-0053,M-0114,2025-02-21,2025-03-18,1000,4353.37,CLOSED
